wallet_address,account_id,deposits_count,deposits_total_amount,deposits_total_usd,withdraws_count,withdraws_total_amount,withdraws_total_usd,borrows_count,borrows_total_amount,borrows_total_usd,repays_count,repays_total_amount,repays_total_usd,liquidates_count,liquidates_total,liquidates_total_usd,liquidates_avg_usd,cluster,wallet_score
9220,0xa9cd2c0605c5572849c5c3b8abf98f5f9ee85efa,1.0,1.3e+19,12.902702129223934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9208,0xa97e59e27a73b019a83e5fcf58823ab0a7612463,3.0,6.338006751285888e+21,3507.4916771466533,0.0,0.0,0.0,2.0,1500000000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9171,0xa8d4b86c98c847c59b0c263a15254fe4a2d1558b,1.0,5.5371225e+19,55.280906970446935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9172,0xa8d4d950705cb4761f2e8eafe9e6c29eef75deaa,1.0,5e+19,50.29304985583792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9173,0xa8d7046b64fdce427aae97a113ca034aeba58195,1.0,2e+18,448.5190136970833,1.0,2.0000000588268954e+18,448.51902688957387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9174,0xa8d7b03f69ed4b26de7f81e4be16c79a20df6606,0.0,0.0,0.0,1.0,1.0766486924454756e+20,108.56456546037406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9175,0xa8d7fb04877c3fbf175de76fa3d2fa66c770537f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2e+18,2.008028829621137,1.0,2e+18,2.0050355580374304,0.0,0.0,0.0,0.0,0,75
9176,0xa8da1b130d8ed0bd384a363e66f69fddf3b63728,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.687330000978999e+18,2700.21397465,8.0,979830787.0,979.830787,0.0,0.0,0.0,0.0,0,75
9177,0xa8dda311f6cd42a470474535c12926f54e4660e7,7.0,6.869302015623973e+21,6852.478986114861,3.0,4.986903241290286e+22,50239.309506876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9178,0xa8e089b31667105233dc69360c6e73c998606f42,0.0,0.0,0.0,2.0,1.05e+20,106.03816186333233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9179,0xa8e2c964ecdbbb33fb57a3d9d59a607cf3160530,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6150000000000002e+16,3.0051920000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9180,0xa8e2f2493e60557603ee1b971c65a5711b1f8a75,1.0,3.6e+17,0.3597003791256309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9139,0xa8560117ccbe413074c420f3fa83f842b65e0999,14.0,4.9889777700031e+21,8101.441232466044,1.0,1128000000.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9214,0xa9a063896580d43cabf1fa8a752787a8452ed7c2,0.0,0.0,0.0,1.0,2.262488338105159e+20,225.3533231258664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9196,0xa925f2b125657f237493623466766723efbb102a,0.0,0.0,0.0,6.0,1.063046925560677e+22,37373.044861314,7.0,2.9500000000009e+22,38469.17933403697,9.0,2.952549294928783e+22,38679.68819638727,0.0,0.0,0.0,0.0,0,75
9184,0xa8fe6b0586653170f28ea1f12b5cf7f7cc6d4c2a,1.0,8.830112461163667e+20,882.1662734570617,1.0,8.950007848544756e+20,894.4799967875122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9185,0xa900f41187fffa3524ba8243cd1570bcb338f710,5.0,3.1938617303000003e+20,174.26737076782004,3.0,3.197090543552184e+20,180.601357985248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9186,0xa901368aec255b1e6df31edf8aa735ff16bb12a8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.152225031070081e+18,1247.527011948338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9187,0xa906bbdcf2fe772979dbaf0c6c53c7b0349bbafd,0.0,0.0,0.0,1.0,6.654286020379678e+18,6.692001110502792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9188,0xa9082e035c8b5d19cf674e2811242a04237b4d37,0.0,0.0,0.0,1.0,2.000000006443544e+19,3444.0000110957835,2.0,2600000000.0,2600.0,1.0,300000000.0,300.0,0.0,0.0,0.0,0.0,0,75
9189,0xa90ee75e65b9d6b5fb7d8ae48a5e2bbb97febce9,0.0,0.0,0.0,1.0,5.903368926625188e+20,591.9547552191867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9190,0xa911e9af1747ced514b0596d85504a0501a5fd88,0.0,0.0,0.0,1.0,1.0000198002343484e+20,99.5940928070047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9191,0xa916b82ff122591cc88aac0d64ce30a8e3e16081,1.0,4.2e+17,92.5477205191271,2.0,2.9389559035593426e+18,90.75549875331362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9192,0xa918add8803e65e97410ec42ae359dfe6663a8a6,8.0,1.9920643683827788e+21,841.4817960213849,4.0,3.172552740341096e+21,970.3149867372755,4.0,190000000.0,190.0,1.0,192084064.0,192.084064,0.0,0.0,0.0,0.0,0,75
9193,0xa91afd5d90f13812c1f97945e35cf12873cbd6e3,1.0,1e+19,2.2839211723745376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9194,0xa91dc7565c2162bd81eb1eb9f5e8c6300143a507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0017676902296855e+19,20.54400486642887,1.0,2.0017684826626044e+19,20.54401299911371,0.0,0.0,0.0,0.0,0,75
9195,0xa91f4ad4e2740939b858a2ef728254f1cfb7cd20,0.0,0.0,0.0,2.0,5.000000000037864e+19,428.9886432868569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9215,0xa9a613ee4fd67b2fe5b1c313ee75ef21ffa4b744,0.0,0.0,0.0,1.0,10000.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9061,0xa6e3601d949b1ba6630e52409c2b8b871c8f17c8,0.0,0.0,0.0,3.0,2.901429370700807e+21,27577.973877060263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9062,0xa6e78caa11ad160c6287a071949bb899a009dafa,3.0,1.7946120809663535e+23,106061.47390232474,1.0,1.1058824526673669e+23,25467.47979542658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9063,0xa6e8e242a6bbdb87765edb408530348b4f51030b,6.0,6.388812989114276e+21,6962.463051386372,1.0,2.382233948453534e+18,604.7156787404509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9064,0xa6edc956290b7ce416c5d8edc67e1c32506fe099,1.0,3.784277942486547e+20,96818.18378325316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9065,0xa6edd3b01cf82155ff2bd54a8c9179e898cbf0b8,1.0,25000000000.0,25000.0,1.0,25153503794.0,25153.503794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9066,0xa6f06d6b1b1ca8b7786f67500319377e5cc4d73a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0030511641362104e+18,3.986622185522643,3.0,8.006116715913108e+18,7.973258699637456,0.0,0.0,0.0,0.0,0,75
9067,0xa6f1ba8932104fa267281fc401d25b2957bef234,0.0,0.0,0.0,2.0,2e+16,0.02013222642056522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9068,0xa6f5bcc5156a0d0689c0ea0ea566a3f64d203af7,2.0,1.277184143e+19,2.778501585711104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9069,0xa700ba91964d5f22450b80598298ecaa847bad21,2.0,4858317991.0,4858.317991,1.0,4876721521.0,4876.721521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9070,0xa706ed4676204e1b9b3aa005cf8ab5c92d30a830,1.0,1.70029731e+19,17.11072962829707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9102,0xa7c9b1962d47ecd2df6f6819af9bae3655728d62,2.0,2.296827185376161e+19,22.918644197732114,7.0,2.3006346613570937e+19,23.0353090019406,2.0,3.4337090445202995e+17,14.34408026031354,1.0,3.095516114718443e+17,5.416248881760177,0.0,0.0,0.0,0.0,0,75
9103,0xa7ccf6325a1a1623713a9296ef81baab7c81785c,1.0,20000020.0,20.00002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9127,0xa825693659460f141325043b1734c877d387b78f,0.0,0.0,0.0,1.0,1.9000090157857206e+19,18.948979163346703,5.0,8.052081324258611e+16,14.431355140292613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9073,0xa7171cc94e1511632715bda67de086c0d83f5402,7.0,248234758097.0,248234.75809699998,6.0,205870119037.0,205870.119037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9074,0xa71e01d2140be779fb3412ddd72c6ceeeb300610,6.0,1.2977589290636002e+22,18955.37162061774,1.0,6028103755.0,6028.103755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9075,0xa72044979c44594fa5ca7cb992e602703e456758,2.0,2.6698525619138713e+21,2668.1041970396673,8.0,2.1171463806220946e+22,21259.370473110343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9076,0xa725b17b42d3b4f64fb9bd2435480384f5998663,0.0,0.0,0.0,1.0,3.341493052697167e+19,33.60635799893383,13.0,6.578601894057901e+20,658.1923432711234,2.0,2.5555111274695983e+19,25.566264425562398,0.0,0.0,0.0,0.0,0,75
9077,0xa733de1720caf66eac592adea2d00c6109494e9e,2.0,1.9930337715252938e+18,774.0563222704943,2.0,1.1941129631946335e+18,583.3255687355874,1.0,350000000.0,350.0,1.0,175661577.0,175.661577,0.0,0.0,0.0,0.0,0,75
9078,0xa739e29fb05abded0a713d23ec183747ed15d664,2.0,9.071982130209555e+21,2691.606826778767,2.0,9.15454200476334e+21,1874.7970538981367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9079,0xa744ccc445f6a81ff48e9aee199f3b36d6968346,9.0,2.111332285552986e+19,565.2893772900657,6.0,1.1500909884996008e+20,676.8983388779249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9080,0xa74a7281746e893d948d56bd6e4acd0ac40b30ed,0.0,0.0,0.0,1.0,5.353267391860904e+19,53.83954852927608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9081,0xa75365c0fc4bc8a907aca56c57361a8f97c6373e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6000567037.0,6000.567037,0.0,0.0,0.0,0.0,0,75
9082,0xa7580972de00c769a42ca4cc42f59a30884726d0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.740576216989762e+17,62.81974573943984,3.0,4.7415318829698394e+17,66.65408444484852,0.0,0.0,0.0,0.0,0,75
9083,0xa7615cd307f323172331865181dc8b80a2834324,8.0,1.27506e+20,3736.689774001105,10.0,1.1786258689788106e+20,996.1999584777011,9.0,1.3600000000502e+19,540.6850324278792,8.0,1.6100202733608664e+21,3117.5599270590096,0.0,0.0,0.0,0.0,0,75
9084,0xa761d8b9836d8eaaab535dd330a730c859241a4f,0.0,0.0,0.0,1.0,1.000051989938417e+18,1.0064668369002188,2.0,2000000000.0,2000.0,2.0,2013695177.0,2013.695177,0.0,0.0,0.0,0.0,0,75
9072,0xa70c77b8b9ba4478852898427df19104335568b7,0.0,0.0,0.0,1.0,1.2298132965675583e+21,1251.2937669472112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9034,0xa64b5c462793aa0d88f4c8bbecca94679551468f,0.0,0.0,0.0,1.0,1.0000000061393342e+17,18.586029607349236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9036,0xa654aadfd1ad052d3dcb63cbcb6137711876aada,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.4525e+19,30.180020295562414,2.0,2.268e+18,4.147736327703201,0.0,0.0,0.0,0.0,0,75
9037,0xa65776c5d0fb334458b0d160caa0ae98c8794812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.93e+20,692.468966956382,2.0,6.976427959884794e+20,699.2826393272095,0.0,0.0,0.0,0.0,0,75
9038,0xa65beb5d880da33e24060d040cd17f4cf8f543dc,3.0,3.068307584e+19,30.569604367677133,3.0,7.52701899130329e+20,751.891306174531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9039,0xa660123e8bdce9511d2071596a34c8eb585b25ff,2.0,1999000000.0,1999.0,1.0,2002303607.0,2002.303607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9071,0xa70960deb4f472340c2815d3be07e95c2631acc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.9928188590594852e+16,6418854.783438664,3209427.391719332,0,75
9040,0xa66aa61a67ee8dbd4a0dccd6fa6e3b0aaad49bc0,4.0,2.5467749499079014e+21,1601.6912460119615,1.0,9.771543133851656e+20,981.1028632057593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9042,0xa66ca1ca17d2322a9dba4c8b4c5082d7c67527e2,3.0,3.128988372207855e+21,3133.8919196402458,6.0,3.160235647727293e+21,3165.9430585700925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9043,0xa66df139494f0fa22611eb4d50e36bb9928f14c6,1.0,4.463638170615453e+21,4485.892363680976,2.0,2.774511182770559e+21,2771.473982534992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9044,0xa66fc3d6dd47871f19696f6bf2c4d6ef461bc627,1.0,1.993916e+19,19.92656194863979,1.0,2.009292407623828e+19,20.125362332885405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9045,0xa67249226f2dd366ededc87530220f406b044430,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1700000000.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9046,0xa675d0598631414eff11d81c4831ebfea776c87b,1.0,4.8655383173e+20,488.2090686480233,2.0,2.0000000020008758e+18,335.4039753249017,5.0,2.1420000024783898e+18,2847.126501118019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9060,0xa6e3475e2d4a9937b61be131407598ed188b54f3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000000.0,400.0,1.0,400480824.0,400.480824,0.0,0.0,0.0,0.0,0,75
9048,0xa683ea6ec49793b3aa90b1fa17172238367f927d,1.0,5.014e+19,50.00158460161384,1.0,5.015247742640045e+19,50.14820744958201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9049,0xa68961207a052572a0e9c8bfcaf08712fa2df6f3,1.0,2.047305408e+19,20.417265898715403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9050,0xa68e0b444e7f5242e48cea2447fce03cb7b8ad16,2.0,7.353e+20,737.565365507367,4.0,6.4366e+20,647.5737182573102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9051,0xa6903fad3ea6cb15128b3c52aba73dfc2d852a6f,0.0,0.0,0.0,1.0,9999999934813798.0,1.7962499882909286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9052,0xa694d3e930a17b9c32de31ac266f1637e8ddc6d2,0.0,0.0,0.0,1.0,1.0000051960395496e+16,1.8871599869612903,1.0,1.0002092010110747e+18,0.9946933481498023,2.0,1.0007700706671722e+18,0.9991834945646184,0.0,0.0,0.0,0.0,0,75
9053,0xa6a2488de70efa2dc9922c7dbcc31f9771c92fe6,3.0,8.139010617e+20,823.1140730329773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9054,0xa6ab685bd2a5819539b0a50a390eadb89ed98914,1.0,3.32380882e+18,3.3682471403741405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9055,0xa6b255435ac3fc97f5930e192be8446cd05e3359,0.0,0.0,0.0,2.0,5.5763147938458036e+20,560.7065399923059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9086,0xa768b5d8903689c92ad4f36b2f6cf9c075777349,0.0,0.0,0.0,1.0,9.643599143e+19,95.38947045330568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9056,0xa6b5b157670fc71dd34b3e4c8336fe72c0358c78,2.0,6.5481060404e+20,149.3737112496333,2.0,7.357141650237154e+20,738.1800337637738,10.0,5.5083421851715476e+20,551.9738688854156,3.0,2.7842940386906567e+20,281.42228937601834,0.0,0.0,0.0,0.0,0,75
9057,0xa6c4a69edac16a5ff9af02bdf5daf4c499eea47d,0.0,0.0,0.0,1.0,1e+16,0.010067863688117379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9058,0xa6db96e77ba9876eab90e0a2f98d32865fd5b780,1.0,7e+18,2.325099289696367,1.0,7.000387566602543e+18,2.4398810760772425,1.0,7.735643241424439e+17,0.7750462051881293,1.0,7.742419689424507e+17,0.7733110865778589,0.0,0.0,0.0,0.0,0,75
9059,0xa6dffbc492e1dccae78bf4f6f6c13b1f96469e11,3.0,4.850095676039959e+19,50.58346934597655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9047,0xa67f3fcd86f5c274aaf5aa6279ca88e84f4e0479,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.05e+22,4645.1628395,1.0,1e+22,1985.854207499998,0.0,0.0,0.0,0.0,0,75
9113,0xa7f3dfed2bcf7b35a8824e11ae8f723650edfb58,28.0,3.323464449053863e+22,38350.661855670376,31.0,4.214706744864279e+22,55957.66967637152,4.0,7e+20,6956.174735241898,6.0,7.000606826298693e+20,7100.970822141625,0.0,0.0,0.0,0.0,0,75
9114,0xa7f56a6dd807d40fd24f6e0f56f1bcab7dcccaf4,1.0,3e+22,9566.285941421447,4.0,6.000010600485543e+22,19242.388004989323,1.0,1e+21,1002.3576621116534,2.0,1.0138931371746401e+21,1026.1984571546366,0.0,0.0,0.0,0.0,0,75
9115,0xa7f7763e787c7f9f8f163f9976bd441a65ee7c5e,1.0,2.8902968937709384e+19,28.979658866875678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9116,0xa7fda482e9cf9ff6555d2dc40a45b4cb6e2922e8,1.0,1e+17,23.99505087754741,1.0,1.0000000020064731e+17,23.995050925692833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9117,0xa7fdf6bb3ac86c6c536e1c880d0e91ddd5d90824,1.0,1e+18,1.0104390872551925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9150,0xa869458fdd355c1d1db91d08dd45f5be13e53d0f,1.0,1.3920813045303984e+19,13.90416344638241,1.0,1.414559618426096e+19,14.277710661717553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9151,0xa8696af071914351810dd5abb03bc938cea2830f,8.0,1.5056948994527543e+21,78988.55534835828,4.0,1.5117787366728427e+21,79009.78929701674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9120,0xa80564dabdbebdb851ba4a47ee623992bd4c1236,1.0,5.999567547666234e+16,0.05972715036665485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9121,0xa809470bf67529254e21dc2e4a8fbc71e46ec984,3.0,2.1e+18,4.180367880164573,1.0,1.00001166235556e+16,2.0458444279781305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9122,0xa80b0e2af4fabb5d2313ce48e71b49756b9712e5,2.0,1.911103756738022e+18,1.9141676259433165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9123,0xa810b58137737445a26c803a552d629a8bb8a01b,3.0,3.8427530070006964e+19,29.07677924801293,3.0,3.842806000600241e+19,28.378937828615754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9124,0xa81149cb28e2f2fec9bd1ec70f0358683750de13,2.0,2.2255373643455478e+22,22294.65058693069,1.0,2.313129806066334e+22,23550.618311816892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9085,0xa762aaa243186368ce1ef046eab37e5e733e7254,2.0,3.178240226288523e+20,316.7652307097261,1.0,2.8635962528444737e+20,284.4472778697342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9126,0xa81d9946244f67a1a0fc8812439bd5efcc777c0a,4.0,2.42e+20,241.5031130718142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9221,0xa9d1ab3e125dbed05b28e5e3b56e6c3bad041aba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2119717023835062.0,376107.6360373915,53729.66229105593,0,75
9128,0xa828ae3314dd073581d0634e9fcd220cd4a4e770,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.3e+19,411.01077454010004,2.0,3.3e+19,284.569599732,0.0,0.0,0.0,0.0,0,75
9129,0xa82acc86d0d895abdaf09e341f806ec04023c817,0.0,0.0,0.0,5.0,4.999334784497675e+19,49.7250231863862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9130,0xa82e4d575e09de36f09999c85c2d7237c957374a,4.0,3.670936891540741e+20,171.3647701848808,4.0,3.6796200301620494e+20,157.61874875242984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9131,0xa83bc3d2802ad0b131a61da06a7f91712f278fc6,2.0,1.8606596e+19,4.080080424339809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9132,0xa83fe730cba473a222761a66be0c0587ecca531d,1.0,2.239034453e+19,22.415974993193394,1.0,2.2391246338429157e+19,22.213475065743914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9133,0xa84038264f08d28d3f6e0629ea38feb58c166ccf,2.0,1.93760996451e+21,1946.9063465380814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9166,0xa8bbd768ae1bae2e29e3cea581e4d21b30727e17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.336321786396692e+17,99.65659514641267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9167,0xa8bcfa67a0461a4db479be962e76b78b64391301,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.892035e+22,28757.426986347058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9136,0xa849896ef3d66d1ceb96f1775a95e7337c05744c,2.0,1.0001918170461273e+21,999.352006770609,1.0,1.0068567131832813e+21,1003.7098426288358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9137,0xa84aa8d0f9e3bf701cebf421b584becfc714881c,4.0,6.930484485619632e+21,15039.602858940343,9.0,1.7656024992894274e+22,28146.330240659423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9138,0xa8502b841d9fcd5d2a4c7439a13e87796aed56a1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5e+22,52204.853400651264,1.0,5.002237060769888e+22,51119.83237008806,0.0,0.0,0.0,0.0,0,75
9125,0xa81153220615a8422f9d9c82940fd2682b1a41f1,0.0,0.0,0.0,2.0,1.683955949e+19,16.752619076262096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9118,0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,7.0,1.221696519659959e+18,2.875458354901294,0.0,0.0,0.0,1.0,300000000000000.0,0.05318475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9119,0xa80323ddc5389c524b8f9492d0e9c3b83e290d0f,1.0,9e+17,247.80766670683016,1.0,9.000180840045435e+17,170.18708540327518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9088,0xa76bb32b7b2a495e67f3ba86da73ee0dedba3542,1.0,1.5e+21,1497.6620441356404,1.0,1.5006070112938683e+21,1501.5263917035456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9089,0xa770951a64e5f39a928087e4b15bac64511726c0,1.0,7.14e+16,23.50662737358003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9090,0xa7771f6eeed8706ddfbe2813bfaaf00536e1ac66,0.0,0.0,0.0,1.0,1.8175933781102066e+19,18.55910254060185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9091,0xa77bf272240f3036bf8dbcbe1ff4a9a5af536c35,2.0,1.4157022479207734e+20,98.17647920540017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9092,0xa78e6dd1205538582d2ba3f0456649ce47c1704d,0.0,0.0,0.0,2.0,5.484758361403456e+22,54806.08248307823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9093,0xa78ee63eec17dafc88c482cb5aaed1d714b85494,1.0,1e+19,9.915018718765443,3.0,1.0184199920453669e+19,759.5028687287355,3.0,2.100002568918088e+19,26.189774260521357,3.0,1.9294668385651364e+19,24.480415268865862,0.0,0.0,0.0,0.0,0,75
9094,0xa7906d63432ef329e6e68be60ead655bf724108f,0.0,0.0,0.0,1.0,7.182205659073214e+20,727.8814024327485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
9095,0xa794390e87cfeeaffc1ac7c87f151bea3760a933,0.0,0.0,0.0,1.0,2.0104614519131416e+20,201.63920512706656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75
